,Id,AttributeName,EscapedName,Tab,DefaultValue,ColumnHeader,DisplaySeq,Unit,CallSeq,Editable,Mandatory,Sort,MultiSelect,Integrity,Export,Vocabulary,DATA_TYPE.EntityTypeName,DATA_TYPE.Id,DATA_TYPE.Name,DATA_TYPE.Barcode,DATA_TYPE.Sequence,DATA_TYPE.Created,DATA_TYPE.Modified,DATA_TYPE.Active,DATA_TYPE.LikedBy,DATA_TYPE.FollowedBy,DATA_TYPE.Locked,DATA_TYPE.IMPLEMENTATION_CLASS,DATA_TYPE.ATTRIBUTE_NAME_TO_UPDATE,DATA_TYPE.CI_READONLY,DATA_TYPE.FORMAT_STRING,DATA_TYPE.CI_USE_SIGFIGS,DATA_TYPE.CI_NUMERICDATATYPE_ALLOW_SOFT_DATA
0,153424198,jax_assay_age,JAX_ASSAY_AGE,Mouse Details,,Age (wks),13,,10,True,False,0,False,False,True,,FLOATING_POINT,106057834,Float 2 Decimal exact,FLP12,12,2021-04-16T16:13:07.182Z,,True,0,0,False,com.coreinformatics.core.dataType.DefaultFloatImpl,,False,0.00,False,False
